"entity","type","direction","source","notes","date"
"61.183.212.10","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"85.140.242.41","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"62.85.101.170","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"58.92.228.39","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"39.184.114.213","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"72.26.84.188","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"120.150.210.232","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"84.99.191.150","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"112.35.0.244","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.238.223.39","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"150.129.247.35","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"181.1.209.13","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.69.18.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"168.228.150.90","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"178.41.73.192","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"5.157.7.27","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"85.237.39.245","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"95.110.169.111","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"91.122.17.78","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"75.151.254.17","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.224.53.18","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"168.121.106.126","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"153.99.182.11","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"59.126.167.236","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.126.160.49","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"96.38.64.110","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"78.187.15.149","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.140.70.123","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"115.23.121.128","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"78.204.18.20","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"203.66.83.14","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"201.157.125.37","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"85.149.0.156","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"217.151.98.13","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"72.179.1.190","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"103.229.86.202","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"218.109.237.72","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.30.100.135","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.236.27.197","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"89.122.108.160","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"104.169.142.229","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"123.205.245.180","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"93.174.93.142","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.116.216.158","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"163.172.206.199","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"195.191.159.95","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"202.12.82.170","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.5.136.142","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"179.4.102.51","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"186.46.130.126","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"92.38.120.210","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"46.26.154.28","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.106.66.194","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"189.218.146.13","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"220.134.158.248","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"59.126.87.146","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"64.233.242.126","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"88.247.133.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.178.181.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.239.223.220","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"110.78.136.209","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.189.156.176","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.147.237.85","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"94.243.202.20","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"201.172.109.70","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"119.180.98.167","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"189.139.7.149","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"58.63.76.45","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"86.121.67.123","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"197.253.73.53","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.31.32.60","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.210.76.172","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"203.172.181.163","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"175.101.16.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"87.221.173.157","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"50.117.89.71","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"212.120.186.61","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"188.19.22.150","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"31.208.59.158","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"125.176.209.39","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"87.121.13.218","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"77.229.61.163","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.238.142.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"112.85.42.22","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"42.114.93.94","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"83.13.219.230","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"79.138.106.196","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"131.0.112.46","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"213.33.10.89","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.218.164.204","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"58.19.178.219","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"5.154.84.19","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"1.34.172.116","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.186.183.73","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"62.219.213.79","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"66.229.10.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.9.85.54","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"50.74.24.138","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.163.10.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"122.117.94.57","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"47.136.236.24","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.82.104.22","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"185.165.31.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"189.218.151.137","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"59.126.109.22","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.127.73.54","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"118.47.187.154","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"217.71.233.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"221.159.247.225","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.183.127.77","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"131.108.67.177","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"119.180.20.10","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"173.241.185.175","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"211.169.234.5","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.33.140.12","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.34.236.102","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.34.61.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.33.197.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"87.228.103.208","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.24.82.108","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.231.5.211","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"93.174.93.17","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.249.243.161","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.215.230.23","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"82.77.203.24","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"125.139.110.211","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
